Rebal_Date,Next_Rebal,Period_Return,Portfolio_Value,Top_Holdings
2006-02-28,2006-03-31,0.04578295090307275,104.57829509030728,"VRTX, MNST, ISRG, GOOGL, GOOG"
2006-03-31,2006-04-28,0.053304824422340406,110.15282274848381,"VRTX, MNST, ILMN, AKAM, SBAC"
2006-04-28,2006-05-31,-0.06034852417890847,103.50526246147192,"MNST, ILMN, AKAM, VRTX, NVDA"
2006-05-31,2006-06-30,0.0207718856996433,105.65526194263319,"MNST, AKAM, NVDA, SBAC, VRTX"
2006-06-30,2006-07-31,-0.026229415929652368,102.88398613198349,"MNST, GRMN, AKAM, ILMN, VRTX"
2006-07-31,2006-08-31,0.001439187127668306,103.03205544046784,"MNST, AKAM, GRMN, ILMN, BMRN"
2006-08-31,2006-09-29,0.04448148896001845,107.61507467707102,"MNST, ILMN, AKAM, CMCSA, GRMN"
2006-09-29,2006-10-31,0.06928768911455067,115.07147451533507,"AKAM, ILMN, BMRN, INTU, CMCSA"
2006-10-31,2006-11-30,0.0165632607004004,116.97743334691205,"AKAM, CMCSA, ILMN, INTU, MDLZ"
2006-11-30,2006-12-29,0.008081180678217417,117.9227491210626,"CMCSA, MAT, AKAM, ILMN, INTU"
2006-12-29,2007-01-31,0.01770671922095405,120.01077412951227,"CMCSA, AKAM, NVDA, CSCO, MAT"
2007-01-31,2007-02-28,-0.013716131439890675,118.36469057734885,"CMCSA, MAT, NVDA, AKAM, CSCO"
2007-02-28,2007-03-30,0.0066661236570018136,119.15372424136022,"MAT, CMCSA, MAR, AKAM, CSCO"
2007-03-30,2007-04-30,0.04516520179977259,124.53532624191571,"MAT, PCAR, MAR, CTSH, ROST"
2007-04-30,2007-05-31,0.036225976578906534,129.04674005360184,"MAT, PCAR, MAR, CMCSA, DLTR"
2007-05-31,2007-06-29,-0.0018117257115555824,128.81294275665428,"PCAR, MAT, INCY, DLTR, AMZN"
2007-06-29,2007-07-31,-0.026782144028066196,125.36305597106652,"PCAR, MAT, DLTR, EXPE, AAPL"
2007-07-31,2007-08-31,0.04199822650166896,130.62808199068078,"AAPL, EXPE, DLTR, PCAR, AMZN"
2007-08-31,2007-09-28,0.06656933722745423,139.32390683209397,"AMZN, GRMN, BIDU, AAPL, ISRG"
2007-09-28,2007-10-31,0.06831706736412861,148.84210756057573,"AMZN, BIDU, GRMN, ISRG, AAPL"
2007-10-31,2007-11-30,-0.06611623881604131,139.0012272312178,"BIDU, AMZN, EXPE, AAPL, ISRG"
2007-11-30,2007-12-31,-0.00589164530814696,138.1822813029743,"BIDU, ISRG, AAPL, GOOG, GOOGL"
2007-12-31,2008-01-31,-0.15231288815017324,117.13533894653861,"BIDU, ISRG, AAPL, GRMN, GOOG"
2008-01-31,2008-02-29,-0.05106941534869723,111.1533056698674,"ISRG, BIDU, BMRN, AAPL, GOOG"
2008-02-29,2008-03-31,0.0029868859457798875,111.48530791639969,"BMRN, INCY, ISRG, ILMN, BIDU"
2008-03-31,2008-04-30,0.08693788060121582,121.17760430482542,"BMRN, ILMN, ISRG, NFLX, WDC"
2008-04-30,2008-05-30,0.03631386740782395,125.57803176034862,"ILMN, ISRG, BMRN, NFLX, GILD"
2008-05-30,2008-06-30,-0.08403949323678668,115.02451760953582,"ILMN, BMRN, BIDU, WDC, GILD"
2008-06-30,2008-07-31,0.0512352858784654,120.91783165229297,"ILMN, BMRN, WDC, GILD, ROST"
2008-07-31,2008-08-29,0.01198963894445211,122.36759279575,"ILMN, ROST, WDC, GILD, COST"
2008-08-29,2008-09-30,-0.10925371239316273,108.99847900619947,"ILMN, AMGN, QCOM, GILD, NFLX"
2008-09-30,2008-10-31,-0.17249569005155727,90.19671115545492,"AMGN, ROST, ILMN, NTES, QCOM"
2008-10-31,2008-11-28,-0.13057302746203908,78.41945351276809,"AMGN, ROST, ILMN, NTES, MDLZ"
2008-11-28,2008-12-31,0.07787330504341972,84.52623553750615,"AMGN, DLTR, ROST, TSCO, NTES"
2008-12-31,2009-01-30,-0.012488118853956018,83.47066186183629,"DLTR, AMGN, TSCO, NTES, NFLX"
2009-01-30,2009-02-27,-0.02265877394204565,81.57931900391601,"DLTR, AMGN, ORLY, TSCO, NTES"
2009-02-27,2009-03-31,0.09647089593054387,89.44934899762742,"DLTR, NFLX, ORLY, VRTX, MNST"
2009-03-31,2009-04-30,0.051512427875992646,94.0571021364222,"DLTR, VRTX, ORLY, NFLX, MNST"
2009-04-30,2009-05-29,-8.027689201058497e-05,94.04955152459117,"DLTR, ORLY, NTES, NFLX, TMUS"
2009-05-29,2009-06-30,0.012115786437399204,95.1890358053963,"NFLX, ORLY, NTES, VRTX, MNST"
2009-06-30,2009-07-31,0.10739324822950498,105.41169555637246,"NTES, ORLY, NFLX, AMZN, ROST"
2009-07-31,2009-08-31,0.0537967747093516,111.08250479394938,"NTES, ORLY, NFLX, BIDU, WDC"
2009-08-31,2009-09-30,0.08222692434061446,120.2164775112074,"NTES, SWKS, ORLY, BIDU, STX"
2009-09-30,2009-10-30,-0.05108037878887888,114.0757743032702,"EXPE, NTES, STX, MU, SBUX"
2009-10-30,2009-11-30,0.10889619652827913,126.49819224091472,"NTES, AAPL, EXPE, CTSH, ISRG"
2009-11-30,2009-12-31,0.07070517388786099,135.44226891980867,"CTSH, AAPL, AMZN, NFLX, EXPE"
2009-12-31,2010-01-29,-0.047259965212666996,129.04127200233384,"AMZN, BIDU, CTSH, WDC, INCY"
2010-01-29,2010-02-26,0.050695841837659836,135.5831279182946,"WDC, CTSH, MU, AAPL, INCY"
2010-02-26,2010-03-31,0.08406837093363896,146.9813806084728,"STX, ISRG, CTSH, AAPL, ULTA"
2010-03-31,2010-04-30,0.05979294288313772,155.76982990407993,"ISRG, STX, BIDU, CTSH, INCY"
2010-04-30,2010-05-28,-0.03368342367776172,150.52296872720794,"INCY, BIDU, ISRG, CTSH, AAPL"
2010-05-28,2010-06-30,-0.05282294896475856,142.5719016321067,"INCY, BIDU, AAPL, NFLX, ISRG"
2010-06-30,2010-07-30,0.055426658635467196,150.47418575487887,"BIDU, NFLX, INCY, AAPL, ULTA"
2010-07-30,2010-08-31,-0.032290227125950796,145.61534012026132,"NFLX, BIDU, INCY, AKAM, AAPL"
2010-08-31,2010-09-30,0.16300172016503903,169.35089104228115,"BIDU, NTAP, NFLX, AKAM, AAPL"
2010-09-30,2010-10-29,0.05984715277558286,179.48605969116963,"AKAM, NFLX, BIDU, INTU, NTAP"
2010-10-29,2010-11-30,0.03284150120029127,185.3806513359527,"NFLX, BIDU, AKAM, NTAP, TSCO"
2010-11-30,2010-12-31,0.04193633432221005,193.15483630724628,"NFLX, BIDU, NTAP, SWKS, AKAM"
2010-12-31,2011-01-31,0.029168191169562725,198.78881349798164,"NFLX, ILMN, SWKS, DLTR, CHKP"
2011-01-31,2011-02-28,0.038517731295212895,206.4457076007911,"CHKP, TSCO, SWKS, NFLX, ILMN"
2011-02-28,2011-03-31,0.022620365523987683,211.11558496757928,"SWKS, NFLX, NVDA, TSCO, ILMN"
2011-03-31,2011-04-29,0.04512511625634532,220.64220028276765,"SWKS, CHTR, ILMN, TSCO, TMUS"
2011-04-29,2011-05-31,0.012119507743850962,223.31627513771497,"TSCO, CHTR, TMUS, SWKS, NFLX"
2011-05-31,2011-06-30,-0.00043272113642839685,223.2196414653544,"CHTR, TSCO, BIIB, ULTA, TMUS"
2011-06-30,2011-07-29,-0.03032606509959573,216.45026808676766,"CHTR, MNST, SIRI, TSCO, BIIB"
2011-07-29,2011-08-31,-0.05177222828458682,205.24415539511952,"BIIB, ULTA, MNST, TSCO, CHKP"
2011-08-31,2011-09-30,-0.05568198402751351,193.81575361266798,"ULTA, BIIB, MNST, DLTR, CHKP"
2011-09-30,2011-10-31,0.07741952983794416,208.82087813254753,"ULTA, MNST, DLTR, BIIB, REGN"
2011-10-31,2011-11-30,0.018617125579702142,212.70852264440484,"MNST, DLTR, ULTA, BIIB, ROST"
2011-11-30,2011-12-30,-0.004554714143907707,211.73969612778666,"DLTR, MNST, BIIB, ULTA, ORLY"
2011-12-30,2012-01-31,0.08363177393661637,229.44786252775356,"DLTR, FAST, ULTA, ORLY, BIIB"
2012-01-31,2012-02-29,0.06795724917384108,245.04050809395736,"ROST, ISRG, DLTR, ORLY, GRMN"
2012-02-29,2012-03-30,0.05975704714369917,259.683405288244,"ORLY, DLTR, ROST, FAST, REGN"
2012-03-30,2012-04-30,0.03666286466350601,269.20414283168526,"FAST, DLTR, ORLY, REGN, ROST"
2012-04-30,2012-05-31,-0.04064426458288477,258.26253842362553,"STX, AAPL, ROST, FAST, ORLY"
2012-05-31,2012-06-29,-0.005769509347911416,256.77249029397507,"REGN, ORLY, ROST, DLTR, MNST"
2012-06-29,2012-07-31,0.016667197165337183,261.05216801633935,"REGN, ROST, MNST, AAPL, DLTR"
2012-07-31,2012-08-31,0.036698221510551694,270.63231830401276,"REGN, AAPL, ROST, DLTR, MNST"
2012-08-31,2012-09-28,0.00014329746902721,270.67109923026266,"ROST, SBAC, REGN, AMGN, AAPL"
2012-09-28,2012-10-31,-0.017583919061714477,265.9116405290524,"ROST, SBAC, AMGN, STX, AAPL"
2012-10-31,2012-11-30,0.0273708223569788,273.18986080462594,"SBAC, AMGN, CMCSA, REGN, STX"
2012-11-30,2012-12-31,0.0040203604636050334,274.28818252006266,"SBAC, BBBY, CMCSA, AMGN, CHTR"
2012-12-31,2013-01-31,0.030151167620697136,282.5582914876014,"SBAC, REGN, BBBY, CMCSA, AMGN"
2013-01-31,2013-02-28,0.019146614339960864,287.96832612327273,"SBAC, REGN, BBBY, CMCSA, SIRI"
2013-02-28,2013-03-28,0.07090177879938796,308.38579268329505,"SBAC, TRGP, CMCSA, BBBY, NFLX"
2013-03-28,2013-04-30,0.07204120524636407,330.602276869055,"GILD, SBAC, NFLX, TRGP, CMCSA"
2013-04-30,2013-05-31,0.037744610757618424,343.0807311250599,"GILD, NFLX, TRGP, AMGN, SBAC"
2013-05-31,2013-06-28,-0.005797277858051308,341.09179679898455,"NFLX, GILD, BIIB, BBBY, SBAC"
2013-06-28,2013-07-31,0.08025009235702009,368.464444994325,"TSLA, BIIB, GILD, NFLX, WDC"
2013-07-31,2013-08-30,-0.012877388942553471,363.71958502463093,"TSLA, BBBY, MU, CHTR, NFLX"
2013-08-30,2013-09-30,0.08261883248443065,393.76967249108753,"TSLA, BBBY, GILD, EA, CHTR"
2013-09-30,2013-10-31,0.018575889944015826,401.0842945905731,"TSLA, BBBY, NFLX, GILD, TRIP"
2013-10-31,2013-11-29,0.050912837188275016,421.5046339798371,"TSLA, NFLX, MU, TRIP, BBBY"
2013-11-29,2013-12-31,0.05911239096648403,446.420780697838,"TSLA, MU, HSIC, BIDU, SBUX"
2013-12-31,2014-01-31,0.020766307669048283,455.691291979666,"MU, INCY, NFLX, GILD, TRGP"
2014-01-31,2014-02-28,0.07926184557922596,491.8102247963563,"MU, INCY, NFLX, TRGP, FISV"
2014-02-28,2014-03-31,-0.04830051636131672,468.05553698691705,"INCY, ILMN, MU, TSLA, TRGP"
2014-03-31,2014-04-30,-0.020731741629845032,458.35193052568593,"ILMN, TSLA, MU, TRGP, INCY"
2014-04-30,2014-05-30,0.06672543292007439,488.93566151976415,"ILMN, WDC, TRGP, MU, AVGO"
2014-05-30,2014-06-30,0.05757895714733256,517.0880670222134,"TRGP, MU, SWKS, AVGO, MAR"
2014-06-30,2014-07-31,-0.03534652695213504,498.81079972458537,"TRGP, AVGO, SWKS, ILMN, MAR"
2014-07-31,2014-08-29,0.08914399995050858,543.276789630547,"TRGP, SWKS, MAR, ILMN, MU"
2014-08-29,2014-09-30,-0.01779414000689607,533.6096463733641,"SWKS, MAR, INTC, TRGP, MU"
2014-09-30,2014-10-31,0.04320686740735886,556.6652476115057,"MAR, INTC, SWKS, TRGP, AVGO"
2014-10-31,2014-11-28,0.05046261429639071,584.7560312939299,"MAR, SWKS, TRGP, INTC, AVGO"
2014-11-28,2014-12-31,-0.017292708779733327,574.6440155375714,"MAR, SWKS, AMGN, INTC, AVGO"
2014-12-31,2015-01-30,0.010325489162636224,580.5774960923784,"MAR, SWKS, INTC, MNST, AMGN"
2015-01-30,2015-02-27,0.0917532941490404,633.8473938676558,"SWKS, MAR, ORLY, AVGO, EA"
2015-02-27,2015-03-31,0.016095076852980943,644.0492163850173,"SWKS, EA, AVGO, ROST, MNST"
2015-03-31,2015-04-30,-0.027627622288272723,626.255667899674,"SWKS, DLTR, AVGO, EA, ROST"
2015-04-30,2015-05-29,0.047658984997965094,656.1023773809952,"SWKS, DLTR, EA, ORLY, COST"
2015-05-29,2015-06-30,-0.0006363398522922854,655.6848732910839,"SWKS, EA, INCY, SBUX, DLTR"
2015-06-30,2015-07-31,0.045013403099474276,685.1994807987631,"SWKS, NTES, AVGO, EA, INCY"
2015-07-31,2015-08-31,-0.05056862970167692,650.5498819824692,"EA, BMRN, NTES, SWKS, SBUX"
2015-08-31,2015-09-30,-0.019371697160298428,637.9476266810369,"BMRN, EA, SBUX, NCLH, ORLY"
2015-09-30,2015-10-30,0.06847858048000174,681.6333745767404,"INCY, NFLX, ORLY, EA, SBUX"
2015-10-30,2015-11-30,0.004495740201986945,684.697821141841,"INCY, SBUX, ORLY, EA, NFLX"
2015-11-30,2015-12-31,0.018768079801329482,697.5482844888274,"AMZN, EA, SBUX, ORLY, FISV"
2015-12-31,2016-01-29,-0.09595232567573461,630.6169043210054,"AMZN, NFLX, NVDA, GOOGL, GOOG"
2016-01-29,2016-02-29,-0.023971332309641984,615.500176947449,"AMZN, NVDA, GOOG, GOOGL, NFLX"
2016-02-29,2016-03-31,0.06636072351198928,656.345214011439,"AMZN, NVDA, GOOG, GOOGL, ORLY"
2016-03-31,2016-04-29,-0.02103139334746156,642.5413596438406,"NVDA, HSIC, MAT, FISV, ORLY"
2016-04-29,2016-05-31,0.08257327868427439,695.5981063998839,"MAT, NVDA, HSIC, FAST, MSFT"
2016-05-31,2016-06-30,0.014247005072526877,705.5082961502033,"NVDA, ISRG, ULTA, HSIC, AMZN"
2016-06-30,2016-07-29,0.05656884476108147,745.4180854327792,"NVDA, ULTA, ISRG, MAT, AMAT"
2016-07-29,2016-08-31,0.008069628713190315,751.4333326183189,"NVDA, ULTA, ISRG, FISV, CHTR"
2016-08-31,2016-09-30,0.011568784897268728,760.126503208018,"NVDA, AMAT, ULTA, TXN, ISRG"
2016-09-30,2016-10-31,-0.016985638442410966,747.2152692540325,"NVDA, AMAT, CTAS, NTES, MCHP"
2016-10-31,2016-11-30,0.0446291570559534,780.5628568601771,"NVDA, AMAT, NTES, ISRG, AMZN"
2016-11-30,2016-12-30,0.018055793792072374,794.6565388453954,"NVDA, NTES, AMAT, TXN, LRCX"
2016-12-30,2017-01-31,0.07276499871848707,852.479720876118,"NVDA, AMAT, MCHP, CSX, ROST"
2017-01-31,2017-02-28,0.03579065944314217,882.99053224818,"NVDA, AMAT, CSX, TMUS, ADI"
2017-02-28,2017-03-31,0.04284588961581719,920.8230471246973,"NVDA, CSX, AMAT, MU, CHTR"
2017-03-31,2017-04-28,0.02034306524293768,939.5554104495557,"CSX, NVDA, IDXX, ADI, SNPS"
2017-04-28,2017-05-31,0.07314024931560592,1008.2747274156626,"NVDA, MU, IDXX, CSX, TMUS"
2017-05-31,2017-06-30,-0.046134450868087255,961.7585265421707,"LRCX, IDXX, AMAT, CSX, MU"
2017-06-30,2017-07-31,0.038467820029661294,998.7552804531871,"LRCX, AAPL, AMAT, MELI, NVDA"
2017-07-31,2017-08-31,0.03493447381283635,1033.646270643611,"CSX, ADBE, ISRG, JD, NVDA"
2017-08-31,2017-09-29,0.020505715438003818,1054.8419269329827,"JD, PYPL, ADBE, NVDA, AAPL"
2017-09-29,2017-10-31,0.07230415114222696,1131.1113770491029,"PYPL, NVDA, LRCX, ADBE, ISRG"
2017-10-31,2017-11-30,-0.011896780354934284,1117.6547934393825,"ALGN, PYPL, LRCX, NVDA, ISRG"
2017-11-30,2017-12-29,-0.004279522488256092,1112.8717646167513,"BBBY, ALGN, PYPL, NVDA, MU"
2017-12-29,2018-01-31,0.11782782309400035,1243.999022024322,"BBBY, ALGN, ISRG, PYPL, ADBE"
2018-01-31,2018-02-28,-0.0030166675750898458,1240.2462905111377,"BBBY, MAR, PYPL, TXN, ALGN"
2018-02-28,2018-03-29,-0.030017124157785468,1203.017663622632,"BBBY, ALGN, MAR, PYPL, ISRG"
2018-03-29,2018-04-30,0.010260220767107815,1215.3608904381306,"AMZN, NFLX, ALGN, MAR, BBBY"
2018-04-30,2018-05-31,0.0733388744893554,1304.494090241244,"AMZN, NFLX, ADBE, ALGN, INTC"
2018-05-31,2018-06-29,0.0012410887946155474,1306.1130832392846,"NTAP, NFLX, AMZN, INTU, VRSK"
2018-06-29,2018-07-31,0.013842088216129516,1324.1924157577237,"NFLX, ADBE, INTU, AMZN, ALGN"
2018-07-31,2018-08-31,0.0647326470093937,1409.9108959794846,"NFLX, NTAP, AMZN, ALGN, INTU"
2018-08-31,2018-09-28,-0.02129486050420972,1379.8870401262361,"CTAS, ILMN, NTAP, AMZN, ALGN"
2018-09-28,2018-10-31,-0.10268864113001311,1238.188315062757,"NTAP, AMZN, ILMN, CTAS, ALGN"
2018-10-31,2018-11-30,0.012672694381136303,1253.8794971658415,"AMZN, INTU, ILMN, NTAP, ADP"
2018-11-30,2018-12-31,-0.0895304917825362,1141.6190491485445,"ROST, COST, VRSK, NTAP, ORLY"
2018-12-31,2019-01-31,0.09171139678609598,1246.3185267435724,"ORLY, LULU, VRSK, COST, AMD"
2019-01-31,2019-02-28,0.04879915893037861,1307.1378226080074,"ORLY, SBUX, WDAY, AMD, ILMN"
2019-02-28,2019-03-29,0.040193225016934196,1359.6759072402363,"LULU, SBUX, WDAY, XEL, ULTA"
2019-03-29,2019-04-30,0.021080754891771428,1388.3389017730146,"SBUX, XEL, ULTA, WDAY, ORLY"
2019-04-30,2019-05-31,-0.026572908054791882,1351.4466997873096,"XEL, SBUX, ULTA, PAYX, INTU"
2019-05-31,2019-06-28,0.07052245656036599,1446.7540409667101,"PAYX, MDLZ, FAST, SNPS, QCOM"
2019-06-28,2019-07-31,0.018517488076651906,1473.544291670159,"PAYX, MELI, SNPS, MDLZ, WDAY"
2019-07-31,2019-08-30,0.011791649250393239,1490.9198091124529,"SBUX, MDLZ, SNPS, MELI, VRSK"
2019-08-30,2019-09-30,-0.017127811274784965,1465.3836159961363,"SBUX, VRSK, SNPS, XEL, MELI"
2019-09-30,2019-10-31,0.0060612475423527205,1474.265668837197,"SBUX, VRSK, XEL, COST, MDLZ"
2019-10-31,2019-11-29,0.014395311436044507,1495.4881822795767,"XEL, SBUX, CTAS, KLAC, PEP"
2019-11-29,2019-12-31,0.030974805085890202,1541.810637233939,"KLAC, CTAS, LRCX, CHTR, COST"
2019-12-31,2020-01-31,0.002409682501957882,1545.5259113478141,"KLAC, AAPL, ASML, FISV, LRCX"
2020-01-31,2020-02-28,-0.07074120469252973,1436.1935464955498,"AAPL, KLAC, LRCX, ASML, CDW"
2020-02-28,2020-03-31,-0.08810971620614301,1309.6509406967327,"AAPL, TSLA, CHTR, MSFT, ASML"
2020-03-31,2020-04-30,0.13784832978350067,1490.1841354711678,"TSLA, AAPL, NVDA, CHTR, MSFT"
2020-04-30,2020-05-29,0.11393262983439084,1659.964732962886,"DXCM, TSLA, REGN, AMD, VRTX"
2020-05-29,2020-06-30,0.0927874766643525,1813.9886718863277,"DXCM, TSLA, ZM, REGN, AMD"
2020-06-30,2020-07-31,0.18142553719310273,2143.0925411455078,"TSLA, DOCU, ZM, DXCM, REGN"
2020-07-31,2020-08-31,0.13402339311126782,2430.3170752612778,"DOCU, ZM, TSLA, MRNA, DXCM"
2020-08-31,2020-09-30,-0.03675364308321556,2340.9940688980805,"DOCU, BBBY, MRNA, PDD, TSLA"
2020-09-30,2020-10-30,-0.04177328965471403,2243.203045578033,"BBBY, TSLA, DOCU, ZM, NVDA"
2020-10-30,2020-11-30,0.19301348762505682,2676.1714888561987,"BBBY, TSLA, ZM, DOCU, JD"
2020-11-30,2020-12-31,0.017115022403797434,2721.9742238443764,"ZM, TSLA, BBBY, JD, DOCU"
2020-12-31,2021-01-29,0.0649625143499403,2898.8005134210343,"TSLA, BBBY, MRNA, PDD, ZM"
2021-01-29,2021-02-26,0.00459938218606333,2912.133204863414,"TSLA, PDD, MRNA, MELI, BBBY"
2021-02-26,2021-03-31,-0.06282772849372927,2729.1704905306815,"TSLA, MRNA, PDD, BBBY, BIDU"
2021-03-31,2021-04-30,0.06192805570188022,2898.182712688193,"BIDU, PDD, MRNA, BBBY, MAT"
2021-04-30,2021-05-28,-0.006805474617672022,2878.4592037996176,"BBBY, AMAT, TSLA, TRIP, ASML"
2021-05-28,2021-06-30,0.044012933198476316,3005.148636450989,"AMAT, STX, ASML, MRNA, MAT"
2021-06-30,2021-07-30,0.029223536703988574,3092.969707929256,"AMAT, STX, MAT, ASML, LRCX"
2021-07-30,2021-08-31,0.031498682054248356,3190.394177362741,"MRNA, AMAT, GOOG, GOOGL, STX"
2021-08-31,2021-09-30,-0.05450719477463203,3016.4947405293783,"MRNA, GOOG, GOOGL, PAYX, ASML"
2021-09-30,2021-10-29,0.07949441649046396,3256.289229774314,"MRNA, ASML, COST, GOOG, GOOGL"
2021-10-29,2021-11-30,0.004648380656314839,3271.4257016413635,"MRNA, TEAM, NTAP, GOOG, INTU"
2021-11-30,2021-12-31,0.02939686758561925,3367.5953698087064,"INTU, MRNA, TEAM, NVDA, MSFT"
2021-12-31,2022-01-31,-0.15292154591044083,2852.6174798567163,"FTNT, NVDA, COST, INTU, MSFT"
2022-01-31,2022-02-28,-0.004786496834537718,2838.963435319235,"COST, FTNT, ODFL, PAYX, EXC"
2022-02-28,2022-03-31,0.03798873302511752,2946.8120593316485,"EXC, PEP, COST, ORLY, STX"
2022-03-31,2022-04-29,-0.08859621476573035,2685.735665248858,"EXC, COST, ORLY, DLTR, FTNT"
2022-04-29,2022-05-31,-0.013172188397518526,2650.358649080265,"EXC, COST, DLTR, PAYX, AAPL"
2022-05-31,2022-06-30,-0.045206792939847425,2530.5444344149596,"EXC, VRTX, DLTR, COST, PEP"
2022-06-30,2022-07-29,0.055593504191414886,2671.2262670361692,"EXC, VRTX, AMGN, DLTR, AZN"
2022-07-29,2022-08-31,-0.02869499484935264,2594.575443062111,"EXC, VRTX, DLTR, AZN, XEL"
2022-08-31,2022-09-30,-0.0734189261088228,2404.0845003241675,"EXC, DLTR, VRTX, ADP, TMUS"
2022-09-30,2022-10-31,0.07837476599586186,2592.5040604713527,"VRTX, ADP, EXC, PEP, XEL"
2022-10-31,2022-11-30,0.07602192103071301,2789.5911994283083,"VRTX, ORLY, BIIB, REGN, PDD"
2022-11-30,2022-12-30,-0.06460002653647137,2609.383533919333,"ORLY, GILD, VRTX, AMGN, TMUS"
2022-12-30,2023-01-31,0.02190680304892724,2666.546785076018,"GILD, AMGN, ORLY, VRTX, BIIB"
2023-01-31,2023-02-28,-0.036276896273004594,2569.812743946701,"GILD, ORLY, PCAR, ROST, AMGN"
2023-02-28,2023-03-31,0.025252325011392688,2634.7064905752623,"GILD, CEG, PDD, ULTA, PCAR"
2023-03-31,2023-04-28,0.012105626087561706,2666.601262200638,"GILD, PCAR, REGN, ULTA, ORLY"
2023-04-28,2023-05-31,-0.003180124822451694,2658.1211373351325,"GILD, PCAR, NVDA, MDLZ, ULTA"
2023-05-31,2023-06-30,0.06449613724583056,2829.5596830247423,"NVDA, SBUX, CPRT, MDLZ, ORLY"
2023-06-30,2023-07-31,0.01731855853443417,2878.5635780218813,"NVDA, CPRT, AVGO, NFLX, SNPS"
2023-07-31,2023-08-31,-0.007723535631003134,2856.3308896609215,"NVDA, CPRT, AVGO, NFLX, PANW"
2023-08-31,2023-09-29,-0.052554745018269754,2706.217148066984,"NVDA, AVGO, CPRT, PCAR, PANW"
2023-09-29,2023-10-31,-0.014097031208206276,2668.0675204745007,"NVDA, AVGO, CPRT, ADBE, NFLX"
2023-10-31,2023-11-30,0.1038992916994143,2945.277846058014,"NVDA, AVGO, ADBE, CPRT, PCAR"
2023-11-30,2023-12-29,0.03508369135780927,3048.6090649721064,"NVDA, AVGO, ADBE, SNPS, CEG"
2023-12-29,2024-01-31,0.029360309912920667,3138.117171923027,"ADBE, NVDA, PDD, COIN, PCAR"
2024-01-31,2024-02-29,0.10448836129214714,3466.0138927600115,"COIN, CRWD, NVDA, COST, PDD"
2024-02-29,2024-03-28,0.023292255379664832,3546.745173499644,"CRWD, NVDA, COST, AVGO, PANW"
2024-03-28,2024-04-30,-0.06891231768747175,3302.3307433469295,"CRWD, COST, CEG, NVDA, AVGO"
2024-04-30,2024-05-31,0.06112064578360535,3504.1713309713473,"NVDA, COIN, CEG, PCAR, CRWD"
2024-05-31,2024-06-28,0.05964895042703397,3713.1914729802907,"NVDA, COIN, CEG, WDC, CRWD"
2024-06-28,2024-07-31,-0.05653515715534115,3503.265609507477,"NVDA, CEG, HOOD, COST, QCOM"
2024-07-31,2024-08-30,-0.022792319234600813,3423.4180613719845,"NVDA, CEG, CRWD, COST, SMCI"
2024-08-30,2024-09-30,0.02601312631638919,3512.4718678362624,"NVDA, CTAS, TMUS, NTAP, COST"
2024-09-30,2024-10-31,-0.0211689034468242,3438.1166900063504,"TMUS, CTAS, COST, AZN, REGN"
2024-10-31,2024-11-29,0.07224286803335936,3686.4961003257695,"TMUS, CTAS, FISV, COST, FOXA"
2024-11-29,2024-12-31,-0.025972551806585985,3590.7483893752815,"APP, FISV, TMUS, NVDA, CTAS"
2024-12-31,2025-01-31,0.08854652972484513,3908.6966983695397,"APP, PLTR, FISV, TMUS, HOOD"
2025-01-31,2025-02-28,0.01845529952717709,3980.832866698838,"APP, PLTR, FISV, FOXA, HOOD"
2025-02-28,2025-03-31,-0.07944264424415985,3664.5849774742237,"APP, PLTR, HOOD, NFLX, DASH"
2025-03-31,2025-04-30,0.0510725340037558,3851.744618345929,"APP, PLTR, FOXA, HOOD, FISV"
2025-04-30,2025-05-30,0.06009271360131806,4083.2064045616094,"PLTR, FOXA, APP, TMUS, GILD"
2025-05-30,2025-06-30,0.03412977723159885,4222.565329539935,"PLTR, NFLX, TTWO, GILD, APP"
2025-06-30,2025-07-31,0.010391749868501485,4266.445172247921,"PLTR, NFLX, GILD, HOOD, APP"
2025-07-31,2025-08-29,0.00826164667141876,4301.693034804013,"HOOD, PLTR, NFLX, DASH, STX"
2025-08-29,2025-09-30,0.11616482454947642,4801.398451457726,"PLTR, HOOD, DASH, APP, STX"
2025-09-30,2025-10-31,0.013870221198355442,4867.994910040886,"HOOD, PLTR, APP, STX, FAST"
2025-10-31,2025-11-28,-0.012229890710011909,4808.459864314192,"HOOD, STX, WDC, PLTR, APP"
2025-11-28,2025-12-31,0.025011738098119744,4928.72780309574,"HOOD, WDC, STX, PLTR, LRCX"
2025-12-31,2026-01-30,0.12343377196597995,5537.099266825444,"WDC, STX, GOOGL, GOOG, MU"
2026-01-30,2026-02-27,-0.025778086822859436,5394.363441178426,"WDC, MU, STX, GOOG, GOOGL"
2026-02-27,2026-03-31,-0.0552016182180783,5096.585849968935,"WDC, MU, STX, LRCX, ASML"
2026-03-31,2026-04-30,0.27424249745153656,6494.286281940577,"WDC, MU, LRCX, STX, AMAT"
2026-04-30,2026-05-29,0.15478479951353172,7499.503082074229,"WDC, STX, MU, ROST, LRCX"
2026-05-29,2026-06-30,0.1304978133691932,8478.17183564044,"WDC, STX, MU, INTC, ADI"
2026-06-30,2026-07-06,-0.0812290115398185,7789.498317766638,"MU, WDC, STX, INTC, AMD"
